nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT02963935,liraglutide,Novo Nordisk A/S,INDUSTRY,Effect and Safety of Liraglutide 3.0 mg as an Adjunct to Intensive Behaviour Therapy for Obesity in a Non-specialist Setting,PHASE3,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT02999841,acarbose,Peking University,OTHER,Effect of Acarbose and Vildagliptin on Visceral Fat Distribution in Newly Diagnosed Type 2 Diabetes Patients,PHASE4,UNKNOWN,acarbose,acarbose,GI nutrient absorption,alpha-glucosidase inhibition,intestinal alpha-glucosidases,Delays intestinal carbohydrate digestion and absorption,small molecule,,False,VERIFIED,high,,Established alpha-glucosidase inhibitor.,False,VERIFIED,VERIFIED,GI nutrient absorption,alpha-glucosidase inhibition,True,False,False
NCT02999841,vildagliptin,Peking University,OTHER,Effect of Acarbose and Vildagliptin on Visceral Fat Distribution in Newly Diagnosed Type 2 Diabetes Patients,PHASE4,UNKNOWN,,vildagliptin,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03013543,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Setmelanotide Phase 2 Treatment Trial in Participants With Rare Genetic Disorders of Obesity,PHASE2,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT03015207,nnc0194-0499,Novo Nordisk A/S,INDUSTRY,"First Human Dose Trial Investigating Safety, Tolerability and Pharmacokinetics of NNC0194-0499 in Male Subjects With Overweight or Obesity",PHASE1,COMPLETED,nnc0194-0499,zalfermin,Metabolic/FGF21 pathway,FGF21,FGFR1c/FGFR3c + KLB,Long-acting FGF21-receptor agonist analogue,peptide/protein analogue,,False,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/39013015/,NNC0194-0499 is zalfermin.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Metabolic/FGF21 pathway,FGF21,True,False,False
NCT03036800,liraglutide,University of Leicester,OTHER,Saxenda in Obesity Services (STRIVE Study),PHASE4,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03041792,liraglutide,Pfizer,INDUSTRY,Methodology Study To Examine 6-Week Food Intake With Liraglutide In Obese Subjects,PHASE1,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03043053,oxytocin,Massachusetts General Hospital,OTHER,The Effects of Oxytocin in Obese Adults,PHASE2,COMPLETED,oxytocin,oxytocin,Oxytocin,oxytocin receptor,OXTR,Oxytocin receptor agonist,peptide,mono,False,VERIFIED,high,,Repurposed satiety/appetite pathway.,False,VERIFIED,VERIFIED,Oxytocin,oxytocin receptor,True,False,False
NCT03045341,naltrexone + bupropion,Yale University,OTHER,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity: Acute Treatment,PHASE2; PHASE3,COMPLETED,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT03047005,naltrexone + bupropion,Yale University,OTHER,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity: Maintenance Therapy,PHASE2; PHASE3,COMPLETED,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT03048578,liraglutide,NYU Langone Health,OTHER,Clinical Efficacy and Safety of Using 3.0mg Liraglutide to Treat Weight Regain After Roux-en-Y Gastric Bypass Surgery,PHASE4,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03063606,nb on-going from acute treatment,Yale University,OTHER,Behavioral and Pharmacologic Treatment of Binge Eating and Obesity: Specialist Treatment,PHASE2; PHASE3,COMPLETED,,nb on-going from acute treatment,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03079557,intragastric botulinum toxin type a,St. Olavs Hospital,OTHER,Feasibility Pilot for the ReBOO-trial,PHASE2,COMPLETED,,intragastric botulinum toxin type a,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03087032,insulin glargine,The First Affiliated Hospital of Xiamen University,OTHER,Liraglutide-bolus vs Glargine-bolus Therapy in Overweight/Obese Type 2 Diabetes Patients (LiraGooD),PHASE4,RECRUITING,,insulin glargine,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03087032,liraglutide,The First Affiliated Hospital of Xiamen University,OTHER,Liraglutide-bolus vs Glargine-bolus Therapy in Overweight/Obese Type 2 Diabetes Patients (LiraGooD),PHASE4,RECRUITING,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03095807,nnc9204-1706 a,Novo Nordisk A/S,INDUSTRY,Investigation of Single Ascending Doses of NNC9204-1706 in Male Subjects Being Overweight or With Obesity,PHASE1,COMPLETED,,nnc9204-1706 a,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03100058,licogliflozin,Novartis Pharmaceuticals,INDUSTRY,A Study to Evaluate the Change in Weight After 24 Weeks Treatment With LIK066 in Obese or Overweight Adults,PHASE2,COMPLETED,licogliflozin,licogliflozin,Renal/glucose transport,SGLT1/2,SLC5A1 (SGLT1); SLC5A2 (SGLT2),Dual sodium-glucose cotransporter 1/2 inhibitor,small molecule,,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/32187881/,Dual SGLT1/2 inhibitor.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT1/2,True,False,False
NCT03119610,oxytocin,Sara Espinoza,OTHER,The Physiologic Effects of Intranasal Oxytocin on Sarcopenic Obesity,PHASE1; PHASE2,COMPLETED,oxytocin,oxytocin,Oxytocin,oxytocin receptor,OXTR,Oxytocin receptor agonist,peptide,mono,False,VERIFIED,high,,Repurposed satiety/appetite pathway.,False,VERIFIED,VERIFIED,Oxytocin,oxytocin receptor,True,False,False
NCT03132571,bupropion,Yale University,OTHER,Naltrexone-Bupropion Versus Placebo-Bupropion for Weight Loss in Schizophrenia,PHASE2,TERMINATED,bupropion,bupropion,CNS/appetite,catecholaminergic,NET; DAT,Norepinephrine/dopamine reuptake inhibition,small molecule,,False,VERIFIED,high,,Repurposed CNS agent.,False,VERIFIED,VERIFIED,CNS/appetite,catecholaminergic,True,False,False
NCT03132571,naltrexone,Yale University,OTHER,Naltrexone-Bupropion Versus Placebo-Bupropion for Weight Loss in Schizophrenia,PHASE2,TERMINATED,naltrexone,naltrexone,CNS/appetite,opioid,OPRM1,Opioid receptor antagonism,small molecule,,False,VERIFIED,high,,Established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid,True,False,False
NCT03151005,metformin-glp-1 receptor agonist,Xinqiao Hospital of Chongqing,OTHER,The Effect of GLP-1 Agonists Versus OCs on Reproductive Disorders and Cardiovascular Risks in Overweight PCOS,PHASE4,COMPLETED,,metformin-glp-1 receptor agonist,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03158805,liraglutide,Lindner Center of HOPE,OTHER,Saxenda® in Obese or Overweight Patients With Stable Bipolar Disorder (Investigator Initiated),PHASE2,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03171415,rzl-012,Raziel Therapeutics Ltd.,INDUSTRY,"Evaluation of Safety, Efficacy and Thermogenesis-induction of RZL-012 in Overweight and Obese Volunteers",PHASE2,COMPLETED,,rzl-012,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03198767,licogliflozin,Novartis Pharmaceuticals,INDUSTRY,Effects of Carbohydrate in Diet and Supplements on the Gastrointestinal Tolerability of LIK066,PHASE2,COMPLETED,licogliflozin,licogliflozin,Renal/glucose transport,SGLT1/2,SLC5A1 (SGLT1); SLC5A2 (SGLT2),Dual sodium-glucose cotransporter 1/2 inhibitor,small molecule,,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/32187881/,Dual SGLT1/2 inhibitor.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT1/2,True,False,False
NCT03205150,licogliflozin,Novartis Pharmaceuticals,INDUSTRY,Effect of LIK066 on Reduction of Fatty Content in Livers of Obese Patients,PHASE2,COMPLETED,licogliflozin,licogliflozin,Renal/glucose transport,SGLT1/2,SLC5A1 (SGLT1); SLC5A2 (SGLT2),Dual sodium-glucose cotransporter 1/2 inhibitor,small molecule,,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/32187881/,Dual SGLT1/2 inhibitor.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT1/2,True,False,False
NCT03254368,zgn-1061,"Zafgen, Inc.",INDUSTRY,Study to Assess the Effects and Safety of ZGN-1061 in Overweight and Obese Participants With Type 2 Diabetes,PHASE2,COMPLETED,,zgn-1061,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03262610,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Setmelanotide in a Single Patient With Partial Lipodystrophy,PHASE2,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT03287960,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Setmelanotide for the Treatment of Leptin Receptor (LEPR) Deficiency Obesity,PHASE3,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT03292315,semaglutide,James J. Peters Veterans Affairs Medical Center,FED,Once Weekly GLP-1 in Persons With Spinal Cord Injury,PHASE4,COMPLETED,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03298464,ngm313,"NGM Biopharmaceuticals, Inc",INDUSTRY,Study of NGM313 in Obese Participants,PHASE1,COMPLETED,ngm313,MK-3655,Metabolic/FGF21 pathway,FGFR1c/beta-Klotho,FGFR1c; KLB,Agonistic antibody selectively activating the beta-Klotho/FGFR1c complex,monoclonal antibody,,False,VERIFIED_ALIAS,high,https://www.ngmbio.com/news/release/merck-exercises-option-ngm-bios-investigational-insulin,NGM313 was renamed MK-3655.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Metabolic/FGF21 pathway,FGFR1c/beta-Klotho,True,False,False
NCT03298464,pioglitazone,"NGM Biopharmaceuticals, Inc",INDUSTRY,Study of NGM313 in Obese Participants,PHASE1,COMPLETED,pioglitazone,pioglitazone,Metabolic/insulin sensitisation,PPAR-gamma,PPARG,PPAR-gamma agonist,small molecule,mono,False,VERIFIED,high,,Thiazolidinedione insulin sensitiser.,False,VERIFIED,VERIFIED,Metabolic/insulin sensitisation,PPAR-gamma,True,False,False
NCT03308721,nnc9204-1177 a,Novo Nordisk A/S,INDUSTRY,Research Study Investigating Study Medicine (NNC9204-1177) for Weight Management in People With Overweight or Obesity,PHASE1,COMPLETED,,nnc9204-1177 a,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03320941,licogliflozin,Novartis Pharmaceuticals,INDUSTRY,A Dose-finding Study to Evaluate the Change in Weight After Treatment With LIK066 in Japanese Patients With Obesity,PHASE2,COMPLETED,licogliflozin,licogliflozin,Renal/glucose transport,SGLT1/2,SLC5A1 (SGLT1); SLC5A2 (SGLT2),Dual sodium-glucose cotransporter 1/2 inhibitor,small molecule,,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/32187881/,Dual SGLT1/2 inhibitor.,False,VERIFIED,VERIFIED,Renal/glucose transport,SGLT1/2,True,False,False
NCT03338296,lorcaserin hydrochloride xr,Eisai Inc.,INDUSTRY,"Study to Evaluate the Efficacy and Safety of Belviq XR® in Conjunction With Lifestyle Modification for Weight Loss in Obese Adolescents, Age 12 to 17 Years",PHASE4,TERMINATED,,lorcaserin hydrochloride xr,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03341429,liraglutide,"University College, London",OTHER,Evaluation of Liraglutide 3.0mg in Patients With Poor Weight-loss and a Suboptimal Glucagon-like Peptide-1 Response,PHASE4,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03353220,lorcaserin,Columbia University,OTHER,Predictors of Lorcaserin-Induced Weight Loss,PHASE4,TERMINATED,lorcaserin,lorcaserin,CNS/appetite,serotonergic appetite,HTR2C (5-HT2C),5-HT2C receptor agonist,small molecule,mono,False,VERIFIED,high,,Serotonergic appetite suppressant; historically marketed.,False,VERIFIED,VERIFIED,CNS/appetite,serotonergic appetite,True,False,False
NCT03364335,leu met sil,NuSirt Biopharma,INDUSTRY,The Effect Of NS-0200 and NS-0300 Versus Placebo on Weight In Obesity,PHASE2,COMPLETED,,leu met sil,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03364335,leu sil,NuSirt Biopharma,INDUSTRY,The Effect Of NS-0200 and NS-0300 Versus Placebo on Weight In Obesity,PHASE2,COMPLETED,,leu sil,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03374241,efocipegtrutide,Hanmi Pharmaceutical Company Limited,INDUSTRY,"A First-in-human Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HM15211(Efocipegtrutide)",PHASE1,COMPLETED,efocipegtrutide,efocipegtrutide,Incretin-based,GLP-1/GIP/glucagon,GLP1R; GIPR; GCGR,Triple GLP-1/GIP/glucagon receptor agonism,Fc-fusion peptide/protein,triple,True,VERIFIED,high,https://precision.fda.gov/ginas/app/ui/substances/TUI1MDD9F6,HM15211; long-acting GLP-1/GIP/glucagon triple agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP/glucagon,True,False,False
NCT03374956,liraglutide,Mayo Clinic,OTHER,Individualized Obesity Pharmacotherapy,PHASE3,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03374956,naltrexone + bupropion,Mayo Clinic,OTHER,Individualized Obesity Pharmacotherapy,PHASE3,COMPLETED,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT03374956,phentermine,Mayo Clinic,OTHER,Individualized Obesity Pharmacotherapy,PHASE3,COMPLETED,phentermine,phentermine,CNS/appetite,sympathomimetic,noradrenergic/monoaminergic pathways,Sympathomimetic appetite suppression,small molecule,,False,VERIFIED,high,,Established appetite suppressant.,False,VERIFIED,VERIFIED,CNS/appetite,sympathomimetic,True,False,False
NCT03374956,phentermine + topiramate,Mayo Clinic,OTHER,Individualized Obesity Pharmacotherapy,PHASE3,COMPLETED,phentermine + topiramate,phentermine + topiramate,CNS/appetite,sympathomimetic + anticonvulsant,monoaminergic pathways; GABA/glutamate pathways,Appetite suppression through complementary CNS mechanisms,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,sympathomimetic + anticonvulsant,True,False,False
NCT03414333,glp-1,University of Pisa,OTHER,"To Determine the Effect of GLP1 on Cognitive Function, Brain Glucose Metabolism and Neuroplasticity.",,COMPLETED,glp-1,unspecified GLP-1 receptor agonist,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonism,unspecified,mono,True,VERIFIED,medium,,Generic GLP-1 class label rather than a named molecule.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT03431831,naltrexone + bupropion,University of Nebraska,OTHER,Assessment of and Treatment Applied to Food Addiction in a Rural Healthy Behaviors Clinic,PHASE4,COMPLETED,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT03466203,llf580,Novartis Pharmaceuticals,INDUSTRY,Safety Study of LLF580 in Obese Volunteers,PHASE1,COMPLETED,,llf580,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT03479892,nnc0194-0499,Novo Nordisk A/S,INDUSTRY,A Research Study Looking at a New Study Medicine (NNC0194-0499) for Weight Control in People With Overweight or Obesity,PHASE1,COMPLETED,nnc0194-0499,zalfermin,Metabolic/FGF21 pathway,FGF21,FGFR1c/FGFR3c + KLB,Long-acting FGF21-receptor agonist analogue,peptide/protein analogue,,False,VERIFIED_ALIAS,high,https://pubmed.ncbi.nlm.nih.gov/39013015/,NNC0194-0499 is zalfermin.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Metabolic/FGF21 pathway,FGF21,True,False,False
NCT03480022,liraglutide,Woman's,OTHER,"Liraglutide 3mg (Saxenda) on Weight, Body Composition, Hormonal and Metabolic Parameters in Obese Women With PCOS",PHASE3,COMPLETED,liraglutide,liraglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
